248	6
4051498.026435889	156.25	315826.57824025	25.0	624.3731572515999	14772.9220580881	42.0
4054517.838935389	1056.25	180237.77775364	64.0	623.7940822569	14771.7601211569	36.3
4053846.6749533885	470.89	262706.16987169004	16.0	623.700676	14771.5875360964	44.2
4052840.029119889	1584.0399999999997	381569.84453955997	4.0	623.7890870929	14770.6954575625	39.6
4051162.5625	1183.36	262950.60992641	36.0	624.3741567504001	14772.7032798601	34.1
4053511.109768889	193.21	83708.83989503999	25.0	624.1018229209001	14772.817530510401	44.5
4054182.25	231.04	14227191.891025	0.0	621.6859049769	14765.064074096399	29.3
4051498.026435889	0.0	34384.136556159996	0.0	623.5558352099999	14769.954104890001	55.2
4052169.0	954.81	40912436.216089	1.0	622.1906640625001	14757.1061381689	12.2
4052169.0	324.0	2001763.736569	1.0	622.5933213124001	14774.127798276899	26.6
4054517.838935389	302.75999999999993	42094416.496441	1.0	622.8613326961	14755.818490660899	11.2
4051833.5082863886	313.28999999999996	203980.40583561003	64.0	623.4734333024999	14773.16271601	26.5
4054182.25	72.25	10985.157062010001	25.0	623.3381062276001	14772.1344640489	55.5
4051498.026435889	193.21	20919454.340841003	0.0	622.4361347689	14761.0520343049	19.2
4051833.5082863886	424.36000000000007	6099146.4260249995	16.0	623.0555147663999	14764.7918894116	21.8
4053511.109768889	655.3600000000001	20427597.696099997	0.0	622.4156770276	14761.2464270569	15.6
4052504.505602389	1489.96	647525.51328609	16.0	623.9194674244001	14770.700318952899	62.9
4052169.0	1122.25	317290.44185316	64.0	624.1118157729001	14770.992003840902	46.6
4051162.5625	0.0	34384.136556159996	0.0	623.5558352099999	14769.954104890001	52.2
4052504.505602389	1.2100000000000002	37474.95864025	36.0	623.2866758041	14772.1879419921	54.4
4051162.5625	156.25	1309733.7580959997	16.0	624.5880678976	14770.6492743936	34.1
4053846.6749533885	0.0	85847.71080484	36.0	623.8725089536001	14773.0849273764	63.3
4054182.25	174.23999999999998	1356847.5662439999	16.0	624.5780712336	14770.527740083598	34.3
4051498.026435889	106.09000000000002	9485722.412099998	0.0	622.73206116	14778.3580017129	24.7
4053511.109768889	219.04000000000002	154653.89951236002	36.0	623.0874653584	14771.5146131344	7.6
4053511.109768889	39.69	8182.298790723599	81.0	623.7171589489	14772.725157609999	58.1
4053175.5625	299.29	197254.47699556	1.0	623.7511245001001	14768.88464529	43.9
4050827.112452889	32.49	8182.298790723599	81.0	623.7171589489	14772.725157609999	53.5
4054182.25	184.95999999999998	101806.17541264002	36.0	623.2487285025001	14772.644939272901	47.4
4051162.5625	60.839999999999996	10985.157062010001	25.0	623.3381062276001	14772.1344640489	38.4
4052504.505602389	259.21000000000004	83708.83989503999	25.0	624.1018229209001	14772.817530510401	51.7
4054517.838935389	7.290000000000001	284596.85596643994	16.0	623.7231528025001	14773.831220522501	53.9
4052840.029119889	331.23999999999995	4750612.568100001	9.0	623.1508697401001	14765.292516750398	21.8
4053846.6749533885	40.96000000000001	8182.298790723599	81.0	623.7171589489	14772.725157609999	59.5
4051498.026435889	979.69	361033.22028816	25.0	623.4364790641001	14773.554093180099	30.9
4053846.6749533885	392.04	410377.45657040994	25.0	623.5093898289	14773.5443694609	37.5
4051498.026435889	1218.01	321528.57781801	16.0	623.5023982009001	14773.38149764	28.5
4054182.25	182.25	4611223.685376001	9.0	623.1508697401001	14765.3702848656	23.6
4050827.112452889	1069.2900000000002	154013.78442681	36.0	623.2002974403999	14772.579306250002	30.5
4052169.0	309.76000000000005	701780.32736289	0.0	623.1683439556	14773.8360824289	23.0
4053846.6749533885	94.08999999999999	177644.54744099997	25.0	624.1233076515999	14773.1311143529	49.3
4054517.838935389	16.0	4611223.685376001	9.0	623.1508697401001	14765.3702848656	28.4
4051833.5082863886	34.81	8182.298790723599	81.0	623.7171589489	14772.725157609999	56.3
