248	12
2012.833333	4051498.026435889	12.5	156.25	561.9845	315826.57824025	5.0	25.0	24.98746	624.3731572515999	121.54391	14772.9220580881	42.0
2013.583333	4054517.838935389	32.5	1056.25	424.5442	180237.77775364	8.0	64.0	24.97587	623.7940822569	121.53913	14771.7601211569	36.3
2013.416667	4053846.6749533885	21.7	470.89	512.5487	262706.16987169004	4.0	16.0	24.974	623.700676	121.53842	14771.5875360964	44.2
2013.166667	4052840.029119889	39.8	1584.0399999999997	617.7134	381569.84453955997	2.0	4.0	24.97577	623.7890870929	121.53475	14770.6954575625	39.6
2012.75	4051162.5625	34.4	1183.36	512.7871	262950.60992641	6.0	36.0	24.98748	624.3741567504001	121.54301	14772.7032798601	34.1
2013.333333	4053511.109768889	13.9	193.21	289.3248	83708.83989503999	5.0	25.0	24.98203	624.1018229209001	121.54348	14772.817530510401	44.5
2013.5	4054182.25	15.2	231.04	3771.895	14227191.891025	0.0	0.0	24.93363	621.6859049769	121.51158	14765.064074096399	29.3
2012.833333	4051498.026435889	0.0	0.0	185.4296	34384.136556159996	0.0	0.0	24.9711	623.5558352099999	121.5317	14769.954104890001	55.2
2013.0	4052169.0	30.9	954.81	6396.283	40912436.216089	1.0	1.0	24.94375	622.1906640625001	121.47883	14757.1061381689	12.2
2013.0	4052169.0	18.0	324.0	1414.837	2001763.736569	1.0	1.0	24.95182	622.5933213124001	121.54887	14774.127798276899	26.6
2013.583333	4054517.838935389	17.4	302.75999999999993	6488.021	42094416.496441	1.0	1.0	24.95719	622.8613326961	121.47353	14755.818490660899	11.2
2012.916667	4051833.5082863886	17.7	313.28999999999996	451.6419	203980.40583561003	8.0	64.0	24.96945	623.4734333024999	121.5449	14773.16271601	26.5
2013.5	4054182.25	8.5	72.25	104.8101	10985.157062010001	5.0	25.0	24.96674	623.3381062276001	121.54067	14772.1344640489	55.5
2012.833333	4051498.026435889	13.9	193.21	4573.779	20919454.340841003	0.0	0.0	24.94867	622.4361347689	121.49507	14761.0520343049	19.2
2012.916667	4051833.5082863886	20.6	424.36000000000007	2469.645	6099146.4260249995	4.0	16.0	24.96108	623.0555147663999	121.51046	14764.7918894116	21.8
2013.333333	4053511.109768889	25.6	655.3600000000001	4519.69	20427597.696099997	0.0	0.0	24.94826	622.4156770276	121.49587	14761.2464270569	15.6
2013.083333	4052504.505602389	38.6	1489.96	804.6897	647525.51328609	4.0	16.0	24.97838	623.9194674244001	121.53477	14770.700318952899	62.9
2013.0	4052169.0	33.5	1122.25	563.2854	317290.44185316	8.0	64.0	24.98223	624.1118157729001	121.53597	14770.992003840902	46.6
2012.75	4051162.5625	0.0	0.0	185.4296	34384.136556159996	0.0	0.0	24.9711	623.5558352099999	121.5317	14769.954104890001	52.2
2013.083333	4052504.505602389	1.1	1.2100000000000002	193.5845	37474.95864025	6.0	36.0	24.96571	623.2866758041	121.54089	14772.1879419921	54.4
2012.75	4051162.5625	12.5	156.25	1144.436	1309733.7580959997	4.0	16.0	24.99176	624.5880678976	121.53456	14770.6492743936	34.1
2013.416667	4053846.6749533885	0.0	0.0	292.9978	85847.71080484	6.0	36.0	24.97744	623.8725089536001	121.54458	14773.0849273764	63.3
2013.5	4054182.25	13.2	174.23999999999998	1164.838	1356847.5662439999	4.0	16.0	24.99156	624.5780712336	121.53406	14770.527740083598	34.3
2012.833333	4051498.026435889	10.3	106.09000000000002	3079.89	9485722.412099998	0.0	0.0	24.9546	622.73206116	121.56627	14778.3580017129	24.7
2013.333333	4053511.109768889	14.8	219.04000000000002	393.2606	154653.89951236002	6.0	36.0	24.96172	623.0874653584	121.53812	14771.5146131344	7.6
2013.333333	4053511.109768889	6.3	39.69	90.45606	8182.298790723599	9.0	81.0	24.97433	623.7171589489	121.5431	14772.725157609999	58.1
2013.25	4053175.5625	17.3	299.29	444.1334	197254.47699556	1.0	1.0	24.97501	623.7511245001001	121.5273	14768.88464529	43.9
2012.666667	4050827.112452889	5.7	32.49	90.45606	8182.298790723599	9.0	81.0	24.97433	623.7171589489	121.5431	14772.725157609999	53.5
2013.5	4054182.25	13.6	184.95999999999998	319.0708	101806.17541264002	6.0	36.0	24.96495	623.2487285025001	121.54277	14772.644939272901	47.4
2012.75	4051162.5625	7.8	60.839999999999996	104.8101	10985.157062010001	5.0	25.0	24.96674	623.3381062276001	121.54067	14772.1344640489	38.4
2013.083333	4052504.505602389	16.1	259.21000000000004	289.3248	83708.83989503999	5.0	25.0	24.98203	624.1018229209001	121.54348	14772.817530510401	51.7
2013.583333	4054517.838935389	2.7	7.290000000000001	533.4762	284596.85596643994	4.0	16.0	24.97445	623.7231528025001	121.54765	14773.831220522501	53.9
2013.166667	4052840.029119889	18.2	331.23999999999995	2179.59	4750612.568100001	3.0	9.0	24.96299	623.1508697401001	121.51252	14765.292516750398	21.8
2013.416667	4053846.6749533885	6.4	40.96000000000001	90.45606	8182.298790723599	9.0	81.0	24.97433	623.7171589489	121.5431	14772.725157609999	59.5
2012.833333	4051498.026435889	31.3	979.69	600.8604	361033.22028816	5.0	25.0	24.96871	623.4364790641001	121.54651	14773.554093180099	30.9
2013.416667	4053846.6749533885	19.8	392.04	640.6071	410377.45657040994	5.0	25.0	24.97017	623.5093898289	121.54647	14773.5443694609	37.5
2012.833333	4051498.026435889	34.9	1218.01	567.0349	321528.57781801	4.0	16.0	24.97003	623.5023982009001	121.5458	14773.38149764	28.5
2013.5	4054182.25	13.5	182.25	2147.376	4611223.685376001	3.0	9.0	24.96299	623.1508697401001	121.51284	14765.3702848656	23.6
2012.666667	4050827.112452889	32.7	1069.2900000000002	392.4459	154013.78442681	6.0	36.0	24.96398	623.2002974403999	121.5425	14772.579306250002	30.5
2013.0	4052169.0	17.6	309.76000000000005	837.7233	701780.32736289	0.0	0.0	24.96334	623.1683439556	121.54767	14773.8360824289	23.0
2013.416667	4053846.6749533885	9.7	94.08999999999999	421.479	177644.54744099997	5.0	25.0	24.98246	624.1233076515999	121.54477	14773.1311143529	49.3
2013.583333	4054517.838935389	4.0	16.0	2147.376	4611223.685376001	3.0	9.0	24.96299	623.1508697401001	121.51284	14765.3702848656	28.4
2012.916667	4051833.5082863886	5.9	34.81	90.45606	8182.298790723599	9.0	81.0	24.97433	623.7171589489	121.5431	14772.725157609999	56.3
2013.0	4052169.0	39.6	1568.16	480.6977	231070.27878529	4.0	16.0	24.97353	623.6772006609	121.53885	14771.692059322499	38.8
2013.5	4054182.25	4.9	24.010000000000005	387.7721	150367.20153841	9.0	81.0	24.98118	624.0593541924	121.53788	14771.4562748944	44.7
2013.5	4054182.25	16.4	268.96	3780.59	14292860.748100001	0.0	0.0	24.93293	621.6509983848999	121.51203	14765.173434720899	45.1
2013.583333	4054517.838935389	30.7	942.49	1264.73	1599541.9729	0.0	0.0	24.94883	622.4441183689	121.52954	14769.4290926116	18.3
2012.666667	4050827.112452889	32.9	1082.4099999999999	87.30222	7621.677616928401	10.0	100.0	24.983	624.150289	121.54022	14772.0250776484	47.1
2013.083333	4052504.505602389	30.2	912.04	472.1745	222948.75845025002	3.0	9.0	24.97005	623.5033970025	121.53758	14771.383352256402	36.5
2013.083333	4052504.505602389	11.0	121.0	1712.632	2933108.367424	2.0	4.0	24.96412	623.2072873744	121.5167	14766.30837889	28.8
2013.5	4054182.25	5.3	28.09	259.6607	67423.67912449001	6.0	36.0	24.97585	623.7930832225001	121.54516	14773.225919425598	63.2
2013.083333	4052504.505602389	17.7	313.28999999999996	837.7233	701780.32736289	0.0	0.0	24.96334	623.1683439556	121.54767	14773.8360824289	28.8
2012.75	4051162.5625	15.9	252.81	289.3248	83708.83989503999	5.0	25.0	24.98203	624.1018229209001	121.54348	14772.817530510401	42.1
2013.333333	4053511.109768889	37.3	1391.2899999999997	587.8877	345611.94781129	8.0	64.0	24.97077	623.5393543929001	121.54634	14773.5127673956	37.4
2013.083333	4052504.505602389	7.1	50.41	451.2438	203620.96703844002	5.0	25.0	24.97563	623.7820938968999	121.54694	14773.6586233636	57.1
2013.333333	4053511.109768889	9.0	81.0	1402.016	1965648.8642560001	0.0	0.0	24.98569	624.2847047761	121.5276	14768.957561760002	38.5
2013.583333	4054517.838935389	6.2	38.440000000000005	1939.749	3762626.183001	1.0	1.0	24.95155	622.5798474025	121.55387	14775.343311976902	31.3
2013.416667	4053846.6749533885	7.5	56.25	639.6198	409113.4885520401	5.0	25.0	24.97258	623.6297518564	121.54814	14773.9503374596	40.8
2012.666667	4050827.112452889	12.9	166.41	492.2313	242291.65269968996	5.0	25.0	24.96515	623.2587145225001	121.53737	14771.332306516899	42.5
2013.5	4054182.25	17.0	289.0	4082.015	16662846.460225	0.0	0.0	24.94155	622.0809164025	121.50381	14763.1758445161	18.8
2013.5	4054182.25	4.1	16.81	2147.376	4611223.685376001	3.0	9.0	24.96299	623.1508697401001	121.51284	14765.3702848656	31.3
2012.833333	4051498.026435889	16.2	262.44	4074.736	16603473.469695998	0.0	0.0	24.94235	622.1208235225	121.50357	14763.117522744898	14.7
2012.916667	4051833.5082863886	16.9	285.60999999999996	964.7496	930741.79070016	4.0	16.0	24.98872	624.4361272384	121.53411	14770.5398934921	37.7
2012.833333	4051498.026435889	4.0	16.0	2180.245	4753468.260024999	3.0	9.0	24.96324	623.1633512976	121.51241	14765.265784008101	28.6
2013.5	4054182.25	31.7	1004.89	5512.038	30382562.913443994	1.0	1.0	24.95095	622.5499059025	121.48458	14758.503177776398	18.8
2013.166667	4052840.029119889	16.2	262.44	289.3248	83708.83989503999	5.0	25.0	24.98203	624.1018229209001	121.54348	14772.817530510401	46.2
