248	6
2012.833333	12.5	561.9845	5.0	24.98746	121.54391	42.0
2013.583333	32.5	424.5442	8.0	24.97587	121.53913	36.3
2013.416667	21.7	512.5487	4.0	24.974	121.53842	44.2
2013.166667	39.8	617.7134	2.0	24.97577	121.53475	39.6
2012.75	34.4	512.7871	6.0	24.98748	121.54301	34.1
2013.333333	13.9	289.3248	5.0	24.98203	121.54348	44.5
2013.5	15.2	3771.895	0.0	24.93363	121.51158	29.3
2012.833333	0.0	185.4296	0.0	24.9711	121.5317	55.2
2013.0	30.9	6396.283	1.0	24.94375	121.47883	12.2
2013.0	18.0	1414.837	1.0	24.95182	121.54887	26.6
2013.583333	17.4	6488.021	1.0	24.95719	121.47353	11.2
2012.916667	17.7	451.6419	8.0	24.96945	121.5449	26.5
2013.5	8.5	104.8101	5.0	24.96674	121.54067	55.5
2012.833333	13.9	4573.779	0.0	24.94867	121.49507	19.2
2012.916667	20.6	2469.645	4.0	24.96108	121.51046	21.8
2013.333333	25.6	4519.69	0.0	24.94826	121.49587	15.6
2013.083333	38.6	804.6897	4.0	24.97838	121.53477	62.9
2013.0	33.5	563.2854	8.0	24.98223	121.53597	46.6
2012.75	0.0	185.4296	0.0	24.9711	121.5317	52.2
2013.083333	1.1	193.5845	6.0	24.96571	121.54089	54.4
2012.75	12.5	1144.436	4.0	24.99176	121.53456	34.1
2013.416667	0.0	292.9978	6.0	24.97744	121.54458	63.3
2013.5	13.2	1164.838	4.0	24.99156	121.53406	34.3
2012.833333	10.3	3079.89	0.0	24.9546	121.56627	24.7
2013.333333	14.8	393.2606	6.0	24.96172	121.53812	7.6
2013.333333	6.3	90.45606	9.0	24.97433	121.5431	58.1
2013.25	17.3	444.1334	1.0	24.97501	121.5273	43.9
2012.666667	5.7	90.45606	9.0	24.97433	121.5431	53.5
2013.5	13.6	319.0708	6.0	24.96495	121.54277	47.4
2012.75	7.8	104.8101	5.0	24.96674	121.54067	38.4
2013.083333	16.1	289.3248	5.0	24.98203	121.54348	51.7
2013.583333	2.7	533.4762	4.0	24.97445	121.54765	53.9
